activity_id,user_id,activity_date,activity_type,points_earned
A00635,U0583,2025-03-31,Referral,32
A00636,U0473,2024-10-13,Event Join,30
A00637,U0075,2025-03-12,Quest Complete,26
A00638,U3765,2024-11-08,Referral,48
A00639,U4483,2025-11-13,Event Join,26
A00640,U1869,2025-06-25,Referral,39
A00641,U2894,2025-06-06,Referral,42
A00642,U2054,2024-09-06,Message,34
A00643,U3364,2025-06-05,Quest Complete,30
A00644,U0388,2025-09-28,AMA Join,34
A00645,U4415,2025-09-15,Quest Complete,48
A00646,U0968,2025-10-12,Referral,25
A00647,U2331,2025-03-12,Message,13
A00648,U1626,2025-09-09,Quest Complete,26
A00649,U1492,2024-05-01,Event Join,30
A00650,U0205,2025-10-25,Quest Complete,19
A00651,U4883,2025-10-26,Message,45
A00652,U4129,2026-05-12,AMA Join,30
A00653,U0057,2026-03-19,Quest Complete,6
A00654,U3461,2024-09-22,Message,12
A00655,U4195,2025-09-30,Referral,9
A00656,U0646,2024-12-10,Quest Complete,21
A00657,U2412,2025-11-21,Message,12
A00658,U2192,2025-01-19,Referral,46
A00659,U1411,2025-07-06,Quest Complete,6
A00660,U1278,2026-02-09,Event Join,45
A00661,U4562,2024-07-16,AMA Join,46
A00662,U0408,2024-08-27,Message,8
A00663,U0801,2025-09-15,Quest Complete,41
A00664,U3358,2025-11-25,Message,34
A00665,U0345,2026-01-02,Referral,40
A00666,U3352,2024-09-23,Quest Complete,36
A00667,U3571,2025-01-19,Message,50
A00668,U4493,2026-01-10,Event Join,37
A00669,U0152,2024-10-12,AMA Join,11
A00670,U1725,2025-04-28,AMA Join,50
A00671,U3431,2024-07-23,Quest Complete,20
A00672,U0516,2025-10-31,Quest Complete,19
A00673,U4514,2025-01-28,AMA Join,8
A00674,U2791,2025-11-20,AMA Join,1
A00675,U4622,2025-07-19,Event Join,1
A00676,U1798,2025-05-25,Quest Complete,32
A00677,U0700,2026-04-03,Message,39
A00678,U3232,2025-09-13,AMA Join,14
A00679,U0735,2025-12-03,Quest Complete,30
A00680,U4130,2025-04-16,Quest Complete,6
A00681,U2329,2026-05-04,Referral,1
A00682,U1358,2024-11-28,Referral,18
A00683,U3177,2025-07-10,Referral,14
A00684,U3950,2025-03-07,AMA Join,10
A00685,U1612,2024-11-26,Event Join,3
A00686,U4305,2024-03-12,Message,43
A00687,U1670,2025-01-07,Referral,20
A00688,U3305,2025-06-01,Message,4
A00689,U2225,2024-07-24,Quest Complete,12
A00690,U4322,2025-06-19,Event Join,40
A00691,U2972,2025-08-15,Referral,37
A00692,U4940,2025-06-21,AMA Join,30
A00693,U1532,2024-09-22,Event Join,3
A00694,U3793,2024-04-02,Event Join,21
A00695,U1701,2025-07-18,Quest Complete,5
A00696,U0247,2025-10-23,Referral,5
A00697,U0604,2025-08-03,Quest Complete,9
A00698,U1914,2024-03-16,Event Join,22
A00699,U4256,2024-12-26,Quest Complete,34
A00700,U0584,2024-05-28,AMA Join,40
A00701,U2347,2025-01-02,Message,37
A00702,U2288,2025-03-18,Referral,6
A00703,U4369,2024-07-25,Referral,46
A00704,U4269,2024-06-12,Quest Complete,39
A00705,U2217,2025-09-28,Event Join,34
A00706,U3268,2025-03-21,Referral,23
A00707,U1556,2024-05-06,Referral,37
A00708,U3218,2025-05-31,Referral,47
A00709,U4026,2024-10-10,Quest Complete,32
A00710,U4865,2024-06-15,Referral,15
A00711,U1825,2025-09-02,AMA Join,1
A00712,U4141,2024-02-26,Message,30
A00713,U0879,2026-05-29,Message,48
A00714,U4711,2025-06-18,Referral,27
A00715,U3124,2024-09-28,Message,22
A00716,U3845,2026-02-10,Referral,41
A00717,U0420,2024-04-09,Message,41
A00718,U3632,2024-09-24,Event Join,17
A00719,U1623,2025-10-27,Event Join,20
A00720,U0051,2025-11-09,Referral,21
A00721,U4909,2024-02-22,Message,44
A00722,U1678,2024-08-13,Event Join,26
A00723,U1443,2025-05-01,Referral,2
A00724,U4278,2024-10-26,AMA Join,22
A00725,U1675,2024-10-22,Quest Complete,31
A00726,U2270,2024-03-06,AMA Join,31
A00727,U2155,2026-01-03,Quest Complete,35
A00728,U4939,2024-12-29,Quest Complete,27
A00729,U3976,2025-06-30,Referral,20
A00730,U3768,2025-01-24,Event Join,36
A00731,U3671,2026-03-12,Message,14
A00732,U2538,2025-02-21,Event Join,23
A00733,U1616,2024-07-20,AMA Join,18
A00734,U2709,2024-11-05,Event Join,25
A00735,U1638,2024-09-03,Referral,11
A00736,U3549,2025-05-17,Referral,25
A00737,U2121,2024-12-13,Referral,8
A00738,U0496,2026-02-12,Event Join,46
A00739,U1984,2024-10-28,Event Join,27
A00740,U4563,2024-09-26,Quest Complete,16
A00741,U2721,2026-03-24,Quest Complete,20
A00742,U3892,2025-07-30,Referral,20
A00743,U0806,2024-07-19,Message,24
A00744,U0966,2024-04-20,AMA Join,6
A00745,U2908,2025-11-14,Referral,2
A00746,U4483,2025-12-09,Referral,10
A00747,U3975,2024-10-12,Event Join,31
A00748,U1689,2025-11-10,Event Join,50
A00749,U1104,2025-08-02,AMA Join,50
A00750,U1408,2025-03-25,Referral,44
A00751,U4713,2025-11-13,AMA Join,47
A00752,U0592,2024-02-26,Quest Complete,25
A00753,U4528,2025-09-21,Message,1
A00754,U3867,2025-06-02,Message,44
A00755,U0209,2026-05-08,Message,22
A00756,U0442,2024-09-27,Message,7
A00757,U4541,2025-12-16,Event Join,2
A00758,U3799,2025-07-08,Event Join,41
A00759,U3125,2025-09-22,Event Join,13
A00760,U0250,2025-10-01,Event Join,18
A00761,U3376,2025-10-31,Event Join,50
A00762,U3076,2024-07-13,Message,18
A00763,U3628,2025-08-08,AMA Join,18
A00764,U3853,2024-02-10,Message,40
A00765,U0037,2025-03-03,Referral,7
A00766,U2512,2025-04-17,Referral,23
A00767,U0779,2025-01-23,Event Join,18
A00768,U1412,2025-10-28,Event Join,37
A00769,U4424,2025-10-08,AMA Join,5
A00770,U1823,2025-06-11,Referral,22
A00771,U1218,2026-02-23,Quest Complete,4
A00772,U3048,2024-02-20,Message,31
A00773,U3725,2025-09-14,Message,7
A00774,U2702,2026-03-11,Message,6
A00775,U3216,2024-10-09,Quest Complete,12
A00776,U1059,2025-06-20,Referral,38
A00777,U3096,2026-01-10,Quest Complete,40
A00778,U4303,2025-07-07,Event Join,22
A00779,U2522,2025-01-17,Referral,6
A00780,U0193,2024-07-25,Referral,9
A00781,U2981,2025-09-08,Quest Complete,7
A00782,U0382,2025-02-11,Event Join,44
A00783,U3158,2025-08-29,Quest Complete,31
A00784,U4401,2024-05-26,AMA Join,10
A00785,U1886,2024-12-07,Event Join,24
A00786,U1636,2025-11-12,AMA Join,45
A00787,U1119,2024-10-13,Event Join,21
A00788,U0900,2024-08-06,Quest Complete,2
A00789,U4306,2024-11-13,Quest Complete,8
A00790,U2121,2025-01-24,Quest Complete,30
A00791,U0273,2024-10-24,Event Join,50
A00792,U3538,2025-06-24,Referral,37
A00793,U1543,2025-03-16,Referral,7
A00794,U3535,2025-04-23,Message,21
A00795,U0930,2025-02-04,Message,20
A00796,U2678,2025-01-25,Quest Complete,26
A00797,U3472,2025-07-02,Quest Complete,16
A00798,U0275,2024-12-18,AMA Join,36
A00799,U1788,2024-03-19,Quest Complete,25
A00800,U3895,2024-01-29,Event Join,14
A00801,U4454,2025-05-25,Referral,28
A00802,U3908,2025-03-16,Referral,22
A00803,U0583,2025-04-27,AMA Join,12
A00804,U4896,2025-11-05,Message,48
A00805,U3875,2024-08-12,Quest Complete,8
A00806,U0991,2026-05-20,Referral,30
A00807,U3196,2025-05-15,Referral,7
A00808,U0048,2025-01-18,AMA Join,20
A00809,U1439,2026-01-27,Message,39
A00810,U4716,2025-10-24,Referral,50
A00811,U4479,2025-01-02,Event Join,32
A00812,U2016,2026-02-15,Message,6
A00813,U1870,2025-12-14,AMA Join,38
A00814,U1111,2024-11-20,Message,49
A00815,U3061,2025-07-30,AMA Join,29
A00816,U4240,2025-06-07,Event Join,25
A00817,U2389,2025-06-02,Referral,29
A00818,U4071,2025-10-08,AMA Join,44
A00819,U0330,2025-08-24,Event Join,37
A00820,U2888,2025-05-14,Event Join,28
A00821,U1359,2025-09-29,Message,38
A00822,U4173,2024-01-31,Referral,33
A00823,U1986,2026-03-26,AMA Join,19
A00824,U3737,2024-06-07,Event Join,36
A00825,U3912,2024-10-17,Message,46
A00826,U3551,2025-08-15,Event Join,8
A00827,U3438,2026-01-28,Message,16
A00828,U1055,2026-01-30,Referral,26
A00829,U4605,2026-02-21,Event Join,46
A00830,U0112,2026-02-07,Quest Complete,25
A00831,U2133,2026-03-28,Referral,14
A00832,U2244,2024-08-24,AMA Join,31
A00833,U3913,2024-04-24,AMA Join,36
A00834,U4238,2025-12-02,Event Join,27
A00835,U1674,2024-02-16,Event Join,43
A00836,U2324,2024-11-24,AMA Join,1
A00837,U0719,2024-07-23,Message,10
A00838,U1149,2025-03-05,Quest Complete,9
A00839,U4664,2024-10-13,AMA Join,42
A00840,U2363,2024-06-06,Quest Complete,45
A00841,U3981,2024-08-28,Quest Complete,40
A00842,U4395,2025-09-15,Quest Complete,33
A00843,U2263,2025-11-03,Referral,29
A00844,U0586,2026-02-25,Event Join,15
A00845,U2371,2025-09-30,Quest Complete,39
A00846,U4171,2025-01-03,Referral,32
A00847,U2677,2025-01-26,Referral,18
A00848,U4827,2025-12-14,Referral,37
A00849,U4948,2026-03-16,Message,3
A00850,U1035,2024-06-20,Quest Complete,46
A00851,U3590,2026-03-23,Message,38
A00852,U4915,2026-03-27,Message,10
A00853,U3768,2025-01-14,Event Join,30
A00854,U3931,2025-11-29,Message,34
A00855,U1668,2025-04-16,Message,16
A00856,U2298,2025-12-27,Message,44
A00857,U3844,2025-04-23,Referral,38
A00858,U1702,2024-06-07,Referral,4
A00859,U3043,2024-04-14,Referral,50
A00860,U3408,2024-07-09,Quest Complete,30
A00861,U0659,2024-10-12,Quest Complete,37
A00862,U0527,2024-10-12,Quest Complete,23
A00863,U4042,2025-04-25,Event Join,11
A00864,U2573,2025-04-06,Referral,48
A00865,U3888,2025-10-26,Referral,17
A00866,U3482,2025-07-19,Quest Complete,38
A00867,U2665,2025-11-28,Referral,4
A00868,U2079,2025-04-13,Event Join,48
A00869,U3335,2026-03-30,Message,19
A00870,U1551,2025-05-22,Message,9
A00871,U2250,2025-07-02,Message,18
A00872,U4052,2025-09-25,AMA Join,40
A00873,U2747,2025-02-10,Event Join,17
A00874,U4430,2024-05-06,Message,39
A00875,U1479,2025-08-05,Referral,48
A00876,U1296,2025-03-19,Quest Complete,24
A00877,U2056,2024-10-17,Event Join,45
A00878,U1432,2024-09-11,Quest Complete,12
A00879,U2932,2026-01-06,Message,22
A00880,U1880,2025-03-30,AMA Join,39
A00881,U2022,2024-10-13,Quest Complete,49
A00882,U0922,2025-11-23,Quest Complete,16
A00883,U2240,2026-01-03,Quest Complete,47
A00884,U0198,2024-10-21,AMA Join,14
A00885,U2557,2025-12-21,Event Join,4
A00886,U1826,2025-11-30,Event Join,49
A00887,U4348,2025-09-06,Message,11
A00888,U1482,2025-08-28,Quest Complete,31
A00889,U4944,2026-01-11,Quest Complete,48
A00890,U4810,2024-09-27,AMA Join,25
A00891,U0860,2024-07-10,Quest Complete,31
A00892,U2901,2026-03-02,AMA Join,34
A00893,U4696,2025-03-30,Message,19
A00894,U4142,2025-03-16,Quest Complete,44
A00895,U0215,2026-01-15,Referral,44
A00896,U3881,2025-06-05,Message,35
A00897,U3136,2025-11-06,Event Join,28
A00898,U3247,2025-07-15,Event Join,22
A00899,U0556,2025-01-12,Event Join,7
A00900,U4453,2025-09-22,Referral,26
A00901,U1444,2025-01-02,AMA Join,47
A00902,U1710,2025-08-22,Referral,50
A00903,U2063,2024-04-04,Referral,22
A00904,U2967,2025-10-15,AMA Join,21
A00905,U4974,2026-03-21,Message,44
A00906,U4829,2025-11-10,Message,1
A00907,U2077,2025-07-27,Message,34
A00908,U0977,2024-04-12,Quest Complete,23
A00909,U0261,2025-05-04,Event Join,17
A00910,U4830,2024-06-08,Message,2
A00911,U3575,2025-05-04,Message,4
A00912,U1673,2024-07-27,AMA Join,39
A00913,U3431,2024-12-20,Message,46
A00914,U0928,2024-08-06,Message,39
A00915,U4444,2024-07-03,Quest Complete,43
A00916,U2433,2025-06-23,Referral,12
A00917,U2942,2024-08-10,AMA Join,17
A00918,U1880,2025-05-23,Quest Complete,43
A00919,U1816,2024-04-15,Quest Complete,18
A00920,U1404,2025-10-24,Event Join,17
A00921,U0136,2024-07-16,Message,18
A00922,U4965,2024-05-28,Quest Complete,25
A00923,U0754,2025-10-24,Message,17
A00924,U3748,2024-06-02,AMA Join,29
A00925,U3990,2025-08-21,Quest Complete,13
A00926,U2239,2025-09-26,Quest Complete,12
A00927,U0648,2025-09-07,Quest Complete,7
A00928,U0637,2025-06-06,Referral,50
A00929,U0033,2024-09-30,AMA Join,40
A00930,U3597,2026-05-06,Message,29
A00931,U2347,2025-02-23,Message,3
A00932,U0721,2024-10-11,Message,37
A00933,U4812,2024-03-27,Quest Complete,2
A00934,U4849,2024-05-16,AMA Join,42
A00935,U3119,2024-11-06,Message,3
A00936,U1393,2025-11-05,Quest Complete,18
A00937,U1128,2024-11-13,Event Join,26
A00938,U1174,2025-09-23,Message,33
A00939,U3311,2025-12-22,Quest Complete,28
A00940,U1987,2024-09-02,Message,35
A00941,U1992,2024-03-03,Message,25
A00942,U1573,2026-05-07,Quest Complete,8
A00943,U2322,2026-02-26,Referral,23
A00944,U1604,2025-12-09,Event Join,26
A00945,U4292,2025-02-05,Message,24
A00946,U0472,2026-05-04,Event Join,6
A00947,U0286,2025-11-11,Event Join,42
A00948,U0194,2025-07-02,AMA Join,36
A00949,U3262,2024-08-03,Quest Complete,43
A00950,U2577,2024-09-24,Event Join,45
A00951,U2357,2024-08-12,Message,41
A00952,U2986,2025-05-28,Event Join,32
A00953,U2109,2025-12-30,Quest Complete,48
A00954,U1011,2024-08-05,AMA Join,3
A00955,U0024,2025-12-15,Message,47
A00956,U2725,2026-04-11,AMA Join,32
A00957,U4969,2025-06-04,Message,35
A00958,U1623,2026-03-23,Event Join,32
A00959,U2538,2025-02-10,Quest Complete,2
A00960,U0092,2025-04-27,Event Join,4
A00961,U1060,2025-05-19,Message,26
A00962,U3996,2024-11-24,AMA Join,42
A00963,U1678,2024-11-06,Referral,30
A00964,U3878,2025-11-27,Referral,10
A00965,U4797,2025-05-08,AMA Join,5
A00966,U2470,2024-01-27,AMA Join,32
A00967,U4691,2024-10-25,Message,31
A00968,U1406,2026-01-29,Message,16
A00969,U4414,2026-06-01,AMA Join,1
A00970,U2018,2024-03-01,Message,20
A00971,U4267,2024-07-14,Quest Complete,40
A00972,U1286,2024-10-12,Referral,5
A00973,U3266,2025-03-10,Message,32
A00974,U2482,2025-09-29,Referral,15
A00975,U0742,2024-02-27,AMA Join,28
A00976,U3172,2024-08-31,Quest Complete,21
A00977,U3553,2024-09-29,Referral,35
A00978,U0940,2024-03-30,Event Join,14
A00979,U3832,2025-12-27,Referral,12
A00980,U3846,2026-01-28,Message,8
A00981,U4069,2025-12-31,AMA Join,49
A00982,U0073,2025-07-24,AMA Join,45
A00983,U1479,2025-09-24,Referral,11
A00984,U2690,2025-01-14,AMA Join,38
A00985,U1361,2025-04-20,AMA Join,7
A00986,U0987,2025-02-02,Referral,25
A00987,U3147,2025-03-22,Message,32
A00988,U1653,2025-03-20,Message,1
A00989,U1927,2025-06-09,Message,46
A00990,U3983,2024-09-20,Referral,19
A00991,U3021,2024-06-24,Quest Complete,45
A00992,U1657,2024-05-28,AMA Join,10
A00993,U2636,2026-02-19,Event Join,34
A00994,U3784,2025-06-29,Quest Complete,16
A00995,U4488,2024-11-22,Referral,45
A00996,U0625,2025-11-23,Referral,12
A00997,U4974,2026-03-08,Referral,6
A00998,U2359,2025-09-12,Event Join,23
A00999,U1840,2025-03-25,Message,36
A01000,U2801,2026-01-07,AMA Join,8
A01001,U3205,2025-04-12,Message,40
A01002,U0783,2026-03-03,Referral,33
A01003,U1253,2026-01-25,Quest Complete,50
A01004,U2315,2025-01-10,AMA Join,18
A01005,U1599,2025-10-03,AMA Join,8
A01006,U1023,2024-11-12,Quest Complete,32
A01007,U2493,2025-11-20,AMA Join,43
A01008,U2332,2025-04-20,Message,42
A01009,U4357,2025-01-29,Event Join,14
A01010,U0314,2024-11-01,Event Join,22
A01011,U3340,2025-08-20,Quest Complete,3
A01012,U4275,2024-02-07,Message,35
A01013,U4711,2025-06-10,AMA Join,2
A01014,U2300,2024-10-08,Referral,8
A01015,U1753,2025-09-26,AMA Join,47
A01016,U3192,2025-07-26,Referral,38
A01017,U3023,2024-08-25,Quest Complete,13
A01018,U1310,2025-01-02,Event Join,15
A01019,U1736,2024-04-16,Event Join,15
A01020,U3561,2025-04-08,AMA Join,48
A01021,U3337,2026-02-06,AMA Join,25
A01022,U4882,2025-09-09,Message,31
A01023,U3414,2024-06-27,Quest Complete,4
A01024,U2917,2024-07-10,AMA Join,14
A01025,U3907,2025-01-20,Quest Complete,12
A01026,U1950,2026-04-07,Event Join,9
A01027,U4656,2026-03-04,AMA Join,41
A01028,U3998,2025-02-17,Event Join,13
A01029,U2466,2026-03-21,AMA Join,3
A01030,U1969,2025-11-22,Referral,4
A01031,U1361,2025-06-20,AMA Join,8
A01032,U3281,2024-11-19,Quest Complete,27
A01033,U0852,2025-09-03,Event Join,15
A01034,U4109,2026-01-07,Referral,11
A01035,U4050,2025-07-31,Referral,11
A01036,U2489,2026-01-14,Referral,15
A01037,U3450,2025-01-17,Quest Complete,34
A01038,U1242,2025-10-30,AMA Join,38
A01039,U0370,2025-11-28,Quest Complete,18
A01040,U1556,2024-04-06,Quest Complete,48
A01041,U2612,2024-09-24,AMA Join,21
A01042,U3162,2026-02-26,Referral,15
A01043,U2398,2025-03-19,AMA Join,37
A01044,U2001,2025-03-10,Quest Complete,3
A01045,U1956,2024-10-16,Quest Complete,47
A01046,U0668,2025-06-30,Message,28
A01047,U1905,2026-01-16,Quest Complete,31
A01048,U3089,2026-06-16,Message,29
A01049,U2891,2025-06-28,AMA Join,6
A01050,U4416,2025-12-29,Message,45
A01051,U3743,2025-03-02,AMA Join,9
A01052,U0980,2025-05-24,Event Join,16
A01053,U1162,2025-07-05,Message,2
A01054,U0410,2026-02-10,Event Join,11
A01055,U3063,2025-06-26,Quest Complete,37
A01056,U3492,2025-04-16,Message,30
A01057,U1938,2025-06-30,AMA Join,46
A01058,U4706,2025-01-04,AMA Join,24
A01059,U1785,2025-04-22,Quest Complete,46
A01060,U1468,2024-06-26,Message,41
A01061,U1270,2024-06-28,Quest Complete,45
A01062,U4867,2024-07-20,Referral,3
A01063,U2597,2024-06-26,Quest Complete,49
A01064,U2201,2024-09-30,Referral,35
A01065,U0994,2026-04-30,AMA Join,44
A01066,U0186,2025-01-26,Referral,22
A01067,U3317,2025-07-24,Referral,44
A01068,U1654,2025-01-07,Message,8
A01069,U2520,2024-11-06,Event Join,30
A01070,U2661,2026-04-28,Message,24
A01071,U3623,2026-01-13,AMA Join,42
A01072,U1399,2025-06-24,Message,36
A01073,U2446,2025-06-21,AMA Join,22
A01074,U3308,2025-06-04,Referral,8
A01075,U2376,2025-11-24,Quest Complete,48
A01076,U2723,2025-09-22,AMA Join,49
A01077,U1964,2025-02-18,Event Join,23
A01078,U0954,2025-08-26,Referral,44
A01079,U1004,2024-12-04,Event Join,4
A01080,U1734,2024-12-23,Event Join,23
A01081,U1676,2025-02-27,Quest Complete,33
A01082,U3916,2024-09-13,Message,31
A01083,U2076,2024-07-19,Referral,19
A01084,U2267,2024-09-04,Referral,24
A01085,U2104,2025-09-14,Message,13
A01086,U2848,2025-06-12,Message,6
A01087,U0915,2025-02-03,AMA Join,19
A01088,U1560,2024-04-27,Message,11
A01089,U2927,2025-11-20,Message,45
A01090,U0768,2024-03-04,Quest Complete,10
A01091,U3234,2025-02-25,Referral,41
A01092,U1761,2025-08-05,Event Join,27
A01093,U4417,2025-02-19,Referral,9
A01094,U1009,2024-07-13,Event Join,27
A01095,U2506,2025-03-10,Message,19
A01096,U2560,2024-06-21,Message,2
A01097,U1489,2025-07-28,Referral,42
A01098,U1596,2025-06-08,Quest Complete,38
A01099,U3732,2026-03-01,Event Join,32
A01100,U2679,2024-06-06,Referral,36
A01101,U4611,2025-06-30,Quest Complete,20
A01102,U4752,2024-11-03,AMA Join,20
A01103,U0265,2026-01-02,Event Join,15
A01104,U1539,2024-12-22,Event Join,19
A01105,U1343,2024-11-10,AMA Join,23
A01106,U2204,2024-05-27,Quest Complete,11
A01107,U1562,2024-10-18,AMA Join,46
A01108,U4005,2025-01-11,Event Join,12
A01109,U1682,2024-06-15,AMA Join,11
A01110,U2263,2025-09-16,Message,3
A01111,U0760,2024-09-09,Referral,9
A01112,U1121,2024-08-20,Event Join,24
A01113,U3371,2025-02-07,AMA Join,36
A01114,U4059,2024-05-12,Event Join,23
A01115,U2699,2024-12-17,Event Join,29
A01116,U3367,2025-07-17,AMA Join,35
A01117,U4562,2024-04-18,Message,2
A01118,U2808,2025-10-15,Quest Complete,50
A01119,U3867,2025-04-21,Quest Complete,21
A01120,U2428,2024-05-18,Message,48
A01121,U1612,2025-03-31,Referral,22
A01122,U2526,2025-07-04,Event Join,31
A01123,U0574,2025-07-12,Referral,43
A01124,U3540,2024-09-17,Referral,47
A01125,U2126,2026-02-28,Event Join,45
A01126,U2623,2024-03-07,Quest Complete,3
A01127,U2282,2024-11-21,Referral,8
A01128,U2769,2025-01-28,Message,26
A01129,U4230,2024-12-02,AMA Join,29
A01130,U1005,2026-01-24,Message,21
A01131,U1718,2025-04-30,Referral,42
A01132,U1760,2025-06-08,Referral,34
A01133,U1761,2025-09-25,Event Join,13
A01134,U0943,2025-08-04,Message,35
A01135,U4891,2026-03-12,Message,33
A01136,U0913,2024-06-04,AMA Join,32
A01137,U4784,2025-04-18,Referral,39
A01138,U3780,2025-03-30,Message,43
A01139,U2876,2024-09-28,Quest Complete,10
A01140,U3217,2026-03-21,Event Join,25
A01141,U3412,2025-06-21,Message,19
A01142,U1136,2025-04-25,Event Join,20
A01143,U2158,2024-08-31,Referral,6
A01144,U3725,2025-05-20,Quest Complete,48
A01145,U2371,2025-11-28,Quest Complete,19
A01146,U1591,2025-02-21,Quest Complete,47
A01147,U0347,2025-06-19,AMA Join,38
A01148,U4586,2026-03-26,Message,10
A01149,U0082,2026-02-10,Event Join,31
A01150,U2169,2026-04-09,Event Join,5
A01151,U3082,2025-06-23,Quest Complete,6
A01152,U0948,2025-07-26,Quest Complete,41
A01153,U0071,2025-04-03,Quest Complete,12
A01154,U3763,2024-12-01,Quest Complete,46
A01155,U4571,2025-12-10,AMA Join,13
A01156,U3228,2025-05-07,Quest Complete,19
A01157,U2496,2024-10-19,Quest Complete,3
A01158,U0534,2025-02-02,Referral,20
A01159,U4613,2025-04-28,Referral,48
A01160,U3697,2025-04-14,AMA Join,2
A01161,U1660,2024-04-23,AMA Join,17
A01162,U0827,2025-12-01,Quest Complete,8
A01163,U2201,2025-01-06,Event Join,27
A01164,U2852,2024-09-24,Quest Complete,45
A01165,U4565,2025-10-27,AMA Join,2
A01166,U2870,2025-03-29,Event Join,32
A01167,U1479,2025-07-09,Referral,48
A01168,U2152,2024-05-03,Referral,31
A01169,U0123,2025-02-17,Quest Complete,17
A01170,U0591,2024-07-04,Quest Complete,45
A01171,U4363,2024-05-09,Event Join,33
A01172,U3870,2024-07-31,Message,17
A01173,U3699,2025-04-18,Referral,4
A01174,U3255,2025-12-04,Event Join,30
A01175,U1789,2024-08-23,AMA Join,23
A01176,U0534,2024-12-28,Message,18
